FC Metric,LogReg,RFC,SVC
COH,0.5029996518310372,0.5064161855908605,0.5189461668286178
PDC,0.6520457878421558,0.9985935693760577,0.867575927200612
PLV,0.5018636775125447,0.5046980026222431,0.5292508079088567
Spectral Granger,0.6268971703796773,0.9985653898079555,0.6379376861738352
iCOH,0.6082070650048885,0.9971551452925507,0.9938800923804179
