,mean,err
Classifier,GCN,GCN
FC Metric,,
COH,0.9518167576979868,0.02402318669568615
PDC,0.9597662480399893,0.02916691430045859
PLV,0.9168105540163871,0.032839728758663256
Spectral Granger,0.9519746095460262,0.028627248419441642
iCOH,0.9614525713860719,0.026235961796178597
