,mean,err
Classifier,LogReg,LogReg
FC Metric,,
COH,0.2552778024453611,0.04040208122451011
PDC,0.30466743673885494,0.04477121455079858
PLV,0.25529451397349906,0.03773719055642044
Spectral Granger,0.2741959125695426,0.04132200787227025
iCOH,0.07973178083113434,0.010034811134164656
