,mean,err
Classifier,RFC,RFC
FC Metric,,
COH,0.3113888526467877,0.05784611350347735
PDC,0.9573835683718128,0.03404969091739396
PLV,0.3139231445392095,0.0586574646808371
Spectral Granger,0.9584984816730708,0.033447651574964654
iCOH,0.9487777689028255,0.035861881114545024
