,mean,err
Classifier,RFC,RFC
FC Metric,,
COH,0.5819721517717602,0.06377622825422513
PDC,0.9749066180521034,0.022795068922851658
PLV,0.5817922855264888,0.06768877362896164
Spectral Granger,0.9757732372644379,0.01848402570859653
iCOH,0.9648187787537484,0.02571193288428697
