,mean,err
Classifier,RFC,RFC
FC Metric,,
COH,0.4042770840939515,0.05882253863940606
PDC,0.025040769137154677,0.023444079347693807
PLV,0.4075090178897408,0.06205447243519535
SpcG,0.02423341852257515,0.018190823901667277
iCOH,0.03473355239138372,0.02587250821467689
