,mean,err
Classifier,MLP,MLP
FC Metric,,
COH,0.3314158011675527,0.06293642345680284
PDC,0.9094705018636257,0.047873004069927894
PLV,0.3316628485308878,0.05720982096854288
Spectral Granger,0.5459633629637248,0.07935138415257703
iCOH,0.8751662310443838,0.05516464807487531
