,mean,err
Classifier,CNN,CNN
FC Metric,,
COH,0.886657800102803,0.03411230024026313
PDC,0.9976978275865955,0.0035003343824880906
PLV,0.8849387285162605,0.03487986214727545
Spectral Granger,0.9949376907474832,0.005618157368653676
iCOH,0.9963857678160843,0.0057153599950289236
