,mean,err
Classifier,MLP,MLP
FC Metric,,
COH,0.4058969453571863,0.060769721309480385
PDC,0.052906608251186565,0.025881270536692216
PLV,0.39620348058902277,0.06440258001703786
SpcG,0.26736872337836187,0.055247511257149745
iCOH,0.07835175854934892,0.036487598880369926
