,mean,err
Classifier,CNN,CNN
FC Metric,,
COH,0.33924130240333616,0.06637710888517673
PDC,0.9520124852172491,0.04036202579105452
PLV,0.3378377812256418,0.05894590509577674
Spectral Granger,0.9595300749966557,0.03360790688698756
iCOH,0.9400442495235457,0.04110062585608487
