,mean,err
Classifier,LogReg,LogReg
FC Metric,,
COH,0.6042033345503225,0.06246333211634414
PDC,0.6441878057685286,0.061235998539612924
PLV,0.604608932700499,0.05599712790556166
SpcG,0.6256073506145795,0.0619709869782159
iCOH,0.47819428015090665,0.06001246196908849
