,mean,err
Classifier,MLP,MLP
FC Metric,,
COH,0.5941030546428137,0.06076972130948033
PDC,0.9470933917488134,0.02588127053669209
PLV,0.6037965194109773,0.06440258001703791
Spectral Granger,0.7326312766216381,0.05524751125714977
iCOH,0.921648241450651,0.0364875988803699
