,mean,err
Classifier,GNN,GNN
FC Metric,,
COH,0.9263400081438531,0.04155379846314733
PDC,0.9376553144865805,0.04275405144513189
PLV,0.8723620953884994,0.05052495044280181
SpcG,0.9262671162662343,0.04373822971161234
iCOH,0.9420587532216175,0.04178456449777568
