,precision,recall,f1-score,support
0,0.9842009220130619,0.9932956381260097,0.9887273662882321,61900.0
1,0.1820917297346585,0.16235772357723577,0.17165943181329782,12300.0
2,0.24387701928087546,0.2773333333333333,0.25953140163593513,13500.0
3,0.17454194792671165,0.13923076923076924,0.15489944373127942,10400.0
4,0.22461187864976498,0.24076335877862595,0.23240733917913195,13100.0
5,0.20227290663720307,0.2034126984126984,0.2028412013770725,12600.0
accuracy,0.6008966074313409,0.6008966074313409,0.6008966074313409,0.6008966074313409
macro avg,0.3352660673737126,0.3360655869097788,0.33501103067082477,123800.0
weighted avg,0.5958028723829978,0.6008966074313409,0.5979692924235324,123800.0
