,mean,err
Classifier,CNN,CNN
FC Metric,,
COH,0.39943361324084214,0.061172447365218485
PDC,0.02827041499330656,0.020214433491541926
PLV,0.40266642326883295,0.06400024339783372
Spectral Granger,0.025041012534988433,0.02344383594986005
iCOH,0.039985152732140684,0.02668151393452598
