,mean,err
Classifier,MLP,MLP
FC Metric,,
COH,0.25713278961108543,0.0414736458243985
PDC,0.8410010953968812,0.07469472815301392
PLV,0.2589358205176439,0.03859286582707483
SpcG,0.41773803001846543,0.06982733843660882
iCOH,0.7870422616909344,0.08182381849842002
