,mean,err
Classifier,GNN,GNN
FC Metric,,
COH,0.048870147255689424,0.02462772301326518
PDC,0.0407908969210174,0.029209103078982328
PLV,0.08521801143969818,0.03599410977242304
SpcG,0.04886878422782037,0.02991909456005841
iCOH,0.03877186321041742,0.027894803456249243
