,mean,err
Classifier,RFC,RFC
FC Metric,,
COH,0.5957229159060484,0.05882253863940612
PDC,0.9749592308628453,0.02344407934769377
PLV,0.5924909821102592,0.06205447243519535
Spectral Granger,0.975766581477425,0.018190823901667486
iCOH,0.9652664476086162,0.025872508214676793
