,mean,err
Classifier,LogReg,LogReg
FC Metric,,
COH,0.4338884815416141,0.06611151845838592
PDC,0.4761180264975488,0.06473232000545937
PLV,0.434227532194835,0.058985137488422934
Spectral Granger,0.4562327851051879,0.06450454208375217
iCOH,0.31499511475860165,0.05062729866664761
