,mean,err
Classifier,GNN,GNN
FC Metric,,
COH,0.9551995005553684,0.023764209243512302
PDC,0.9625903926988516,0.024869562101859977
PLV,0.9281381903551325,0.025043821914599085
SpcG,0.9556935004009967,0.024553106270312597
iCOH,0.9636460983606903,0.02323013610627056
