,mean,err
Classifier,GNN,GNN
FC Metric,,
COH,0.9421922991588784,0.037369276719081856
PDC,0.9586152739076762,0.03344487460169043
PLV,0.9380614992695642,0.03348087636398556
SpcG,0.9501459695048883,0.034168002381483764
iCOH,0.9485132362611345,0.037797991202042636
