,mean,err
Classifier,CNN,CNN
FC Metric,,
COH,0.43020589874960075,0.0630067709336572
PDC,0.945311763448752,0.03779731258169994
PLV,0.4269001855896263,0.06631248409363166
Spectral Granger,0.9514031131757471,0.04388866230869504
iCOH,0.9234707113595028,0.04847071135950276
