,mean,err
Classifier,CNN,CNN
FC Metric,,
COH,0.550867327472434,0.06255224719572977
PDC,0.947842295133873,0.03667180875750431
PLV,0.5464751026120529,0.06606351099589686
Spectral Granger,0.9537361297344754,0.0383597636627081
iCOH,0.9265438662893917,0.042966770836685875
