,mean,err
Classifier,GNN,GNN
FC Metric,,
COH,0.9960105660721814,0.00511726946979385
PDC,0.9957590854952441,0.005476991831332212
PLV,0.9890185192392037,0.009548914096871308
SpcG,0.9950412251234017,0.007292097483364901
iCOH,0.9974877411803943,0.0029320019701096767
