,mean,err
Classifier,GNN,GNN
FC Metric,,
COH,0.8766948173155164,0.06271825008206566
PDC,0.9014377114735077,0.06481103420318801
PLV,0.8219619959393516,0.0654527338968689
SpcG,0.8837453081511837,0.06478817298512607
iCOH,0.8965734177372936,0.06464602093818617
