,mean,err
Classifier,MLP,MLP
FC Metric,,
COH,0.8961476484320455,0.029688144299814145
PDC,0.9923815280853685,0.0067576529705842825
PLV,0.8986167756757499,0.03111301075380324
Spectral Granger,0.9530454186809304,0.01779619921352904
iCOH,0.9895955439698543,0.007207782068919921
