,mean,err
Classifier,SVM,SVM
FC Metric,,
COH,0.32432672100503473,0.03678995629915238
PDC,0.65522632115441,0.07679810265019937
PLV,0.34372680795169785,0.0619665253362362
SpcG,0.3924691058138007,0.06490697839873211
iCOH,0.9521065560036224,0.03719700885142818
