,mean,err
Classifier,MLP,MLP
FC Metric,,
COH,0.33545773262138406,0.06237789657599402
PDC,0.9128556610873995,0.04943826342658075
PLV,0.33581980620953067,0.06493423055010067
SpcG,0.5535781739137084,0.08053343449777206
iCOH,0.8790276332195984,0.053873308880491466
