,mean,err
Classifier,CNN,CNN
FC Metric,,
COH,0.3345541579952375,0.06524414254906757
PDC,0.9511071926960522,0.04078984778061445
PLV,0.3335536457570275,0.058124379469705056
SpcG,0.9583628560452127,0.034325051750890734
iCOH,0.9374079499554039,0.03897989892695031
