,mean,err
Classifier,SVC,SVC
FC Metric,,
COH,0.8927253561546971,0.030975795084908664
PDC,0.9657809843938635,0.014980896891834572
PLV,0.8899316504490036,0.031556899273821104
Spectral Granger,0.9112021244844788,0.027861014450996757
iCOH,0.9975956112887165,0.004034054498250783
