,mean,err
Classifier,SVM,SVM
FC Metric,,
COH,0.8229393746287748,0.0336037466517638
PDC,0.9429997921767875,0.02053343224738391
PLV,0.8154057426902964,0.03317885347014227
SpcG,0.8513125312158519,0.03171019911983708
iCOH,0.996141325489271,0.006590935968504019
