,mean,err
Classifier,GCN,GCN
FC Metric,,
COH,1.0,0.0
PDC,1.0,0.0
PLV,0.9996800246621551,0.0025794811838942833
Spectral Granger,1.0,0.0
iCOH,0.9999993650793652,6.349206348454928e-07
