,mean,err
Classifier,SVM,SVM
FC Metric,,
COH,0.10072112483673828,0.05483443071881727
PDC,0.44188881133066993,0.11034999463947937
PLV,0.10502174782758626,0.054069161263322826
SpcG,0.1967724713565404,0.07822752864345961
iCOH,0.9515627111496028,0.06267382226071394
