,mean,err
Classifier,LogReg,LogReg
FC Metric,,
COH,0.10318838919839818,0.060882729998882
PDC,0.22056141690790174,0.08926662841279068
PLV,0.10879280517107678,0.05685272040757566
SpcG,0.18819823385045445,0.07631656337278267
iCOH,0.16785476672915234,0.07218319805803841
