,mean,err
Classifier,SVM,SVM
FC Metric,,
COH,0.05915372188617115,0.030298288166861913
PDC,0.43800900745356847,0.11346453289497188
PLV,0.06220109815231939,0.032897306704149976
SpcG,0.19198390352860073,0.07734616183087634
iCOH,0.9510525677220956,0.07480689672642449
