,mean,err
Classifier,RFC,RFC
FC Metric,,
COH,0.10503576178909467,0.05717287296915642
PDC,0.9288410441347812,0.08823492476395589
PLV,0.11725696269656316,0.06138084025070273
SpcG,0.9288425235093424,0.08117652284334187
iCOH,0.9512122459807135,0.07106517083363828
