,mean,err
Classifier,GNN,GNN
FC Metric,,
COH,1.0,0.0
PDC,0.9970688482106129,0.01706884821061283
PLV,0.9942303068663363,0.02280173543776476
SpcG,1.0,0.0
iCOH,0.9931145740207505,0.021686002592179232
