,mean,err
Classifier,MLP,MLP
FC Metric,,
COH,0.21553657616892913,0.09788951734539972
PDC,0.694185520361991,0.10595022624434391
PLV,0.21264064856711917,0.10108484162895925
SpcG,0.6961112368024133,0.10787594268476619
iCOH,0.9514517345399698,0.04949095022624428
