,mean,err
Classifier,LogReg,LogReg
FC Metric,,
COH,0.49566800497798685,0.08580511342241326
PDC,0.6556685653847892,0.0853902382256091
PLV,0.4994734283734641,0.08160868859528081
Spectral Granger,0.6260546188137402,0.0864018374329385
iCOH,0.604095364126763,0.07937736013407093
