,mean,err
Classifier,RFC,RFC
FC Metric,,
COH,0.18283285724487985,0.08978390054331487
PDC,0.9611731117534636,0.05137377775412966
PLV,0.20169102599024735,0.09310936329755609
SpcG,0.9611346878910211,0.046630346154326374
iCOH,0.9736572514192028,0.04079089321600238
