,precision,recall,f1-score,support
0,0.9594416147896623,0.959622641509434,0.9595321196113574,10600.0
1,0.9606299212598425,0.9667924528301887,0.9637013353394771,10600.0
2,0.9592899864943083,0.9654368932038835,0.9623536243104617,10300.0
3,0.9617986470354158,0.9572277227722772,0.9595077411671298,10100.0
4,0.9696290256828374,0.961010101010101,0.9653003246753247,9900.0
accuracy,0.9620582524271845,0.9620582524271845,0.9620582524271845,0.9620582524271845
macro avg,0.9621578390524131,0.9620179622651769,0.9620790290207502,51500.0
weighted avg,0.9620764821812411,0.9620582524271845,0.9620586087951519,51500.0
