,mean,err
Classifier,RFC,RFC
FC Metric,,
COH,0.5126080479836694,0.07693676037393327
PDC,0.9980483957729244,0.007490750072604024
PLV,0.513372583275003,0.08533511782657954
Spectral Granger,0.9987754611590284,0.003638054319463957
iCOH,0.9980563384568601,0.01050877874466627
