,mean,err
Classifier,SVM,SVM
FC Metric,,
COH,0.0726403446891196,0.03505196300318811
PDC,0.6109356689553772,0.11497296499267329
PLV,0.07612588901601634,0.037595311281270916
SpcG,0.32244759914936616,0.11877220591514939
iCOH,0.9748938541953402,0.04156052086200701
