,mean,err
Classifier,MLP,MLP
FC Metric,,
COH,0.11976286318811381,0.06323561339550206
PDC,0.5311525395082101,0.12181091370524322
PLV,0.11905498667066006,0.06533590365676276
Spectral Granger,0.5339839743675806,0.1335259438188081
iCOH,0.9075794794764919,0.09242052052350813
