,mean,err
Classifier,RFC,RFC
FC Metric,,
COH,0.10605644754549329,0.0530344615454158
PDC,0.9300608842782557,0.07551542973280123
PLV,0.1188387301512922,0.06297945166688962
Spectral Granger,0.9299227487918323,0.07537729424637785
iCOH,0.9515597831770212,0.06267089428813233
