,mean,err
Classifier,RFC,RFC
FC Metric,,
COH,0.19033437297824293,0.09626532144498082
PDC,0.9632810855544525,0.05010576087912777
PLV,0.2105043117589325,0.09762980412518338
SpcG,0.963074951838667,0.04792343668715171
iCOH,0.9749649445050993,0.039076666116820924
