,mean,err
Classifier,MLP,MLP
FC Metric,,
COH,0.21489373827582808,0.09937060848851853
PDC,0.6931457512413627,0.1175803721759835
PLV,0.21174517136973794,0.10331360318903657
Spectral Granger,0.696146804561108,0.10699641333210985
iCOH,0.9515906012288365,0.05181039940451715
