,mean,err
Classifier,SVM,SVM
FC Metric,,
COH,0.17644643807259133,0.07401199238583903
PDC,0.6086198171857382,0.11345994927587028
PLV,0.18236746920777877,0.07243411809380848
SpcG,0.3246961451087612,0.10774180582918974
iCOH,0.975013468383182,0.0416917900615037
