,mean,err
Classifier,LogReg,LogReg
FC Metric,,
COH,0.18707316570426477,0.09717883229773319
PDC,0.36176120086999347,0.11836761475882213
PLV,0.19625767705634578,0.09594742339875467
Spectral Granger,0.31903835342418163,0.10636302874885695
iCOH,0.28703770639920795,0.10778538717388564
