,mean,err
Classifier,MLP,MLP
FC Metric,,
COH,0.12190704017010444,0.060122558138563445
PDC,0.5351616412926065,0.11849497462593978
PLV,0.12013062107574092,0.06591589055216605
SpcG,0.5372812140418989,0.1348499334990847
iCOH,0.9088062910056275,0.09119370899437251
