,mean,err
Classifier,GNN,GNN
FC Metric,,
COH,1.0,0.0
PDC,0.9999804690077099,7.658588583370207e-05
PLV,0.9996014264114395,0.003392106884812174
SpcG,1.0,0.0
iCOH,0.9999411095371262,0.0003109320223333434
