,mean,err
Classifier,LogReg,LogReg
FC Metric,,
COH,0.10439362301477174,0.06414570282792488
PDC,0.2225118876098568,0.08518042008245091
PLV,0.10974713871123203,0.0587921871314646
Spectral Granger,0.19318544381415986,0.07510723911266942
iCOH,0.16925522613457286,0.06884001196066522
