,mean,err
Classifier,MLP,MLP
FC Metric,,
COH,0.21313281298337025,0.0989591571380116
PDC,0.6935848430929237,0.11308833959642006
PLV,0.21239387023880832,0.10617629570635759
SpcG,0.6959358443122066,0.10721678559314785
iCOH,0.9523897532721837,0.053912480544910935
