,mean,err
Classifier,MLP,MLP
FC Metric,,
COH,0.5195507396485036,0.08012884759232342
PDC,0.8957734971986657,0.055137050786847275
PLV,0.515650049425936,0.07971632022658126
Spectral Granger,0.8900250537770564,0.057160688016349104
iCOH,0.9690960900273742,0.04186414929543336
