,mean,err
Classifier,CNN,CNN
FC Metric,,
COH,0.12429081869650453,0.06175569293140244
PDC,0.9407150010644119,0.08357214392155476
PLV,0.11641259123021254,0.05600120187323575
SpcG,0.91944682079011,0.09488541728133804
iCOH,0.8984601526701644,0.10535670439430234
