,mean,err
Classifier,CNN,CNN
FC Metric,,
COH,0.21942119155354448,0.09430429864253395
PDC,0.9689528657616893,0.045875942684766136
PLV,0.20681561085972852,0.08916855203619911
Spectral Granger,0.957289592760181,0.05344343891402714
iCOH,0.9456240573152338,0.06100867269984922
