,mean,err
Classifier,GCN,GCN
FC Metric,,
COH,1.0,0.0
PDC,0.9942808667802785,0.034665482164893846
PLV,0.9884222360809126,0.03700099065966722
Spectral Granger,1.0,0.0
iCOH,0.9865671188374749,0.043984368254724404
